OrganizationId	Status	Name	Address	City	State	Zip	Country	Phone	Fax	Email	OrgUrl	FacebookUrl	OrgType	OrgSpecies	ServeAreas	AdoptionProcess	MeetPets	Services	AllowCommonApp	MessageOrg

2353	Available	Dearborn Animal Hospital	715 E College Ave	Decatur	GA	30030	United States	(404) 377-6477		judelson1@bellsouth.net			Rescue	Cats and Dogs	Atlanta, GA and surrounding areas. 	Each adoption is individual. An interview, application, and modest fee are required. 	Monday-Friday, 9am-6:30pm and Saturday 9-1pm at our location on 715 East College Ave, Decatur, GA 30030. 	Adoptions, Veterinary Care, Spay/Neuter	No	Yes

2355	Available	TLC of IE		MORENO VALLEY	CA	92557	United States	(951) 260-8821		tlcofie@gmail.com	www.tlcofie.org		Shelter	dogs and cats					No	Yes

2360	Available	Headin' Home Pet Rescue Inc.	185 Panther Dr	Holland	MI	49424	United States	(616) 886-1474		headinhomerescue@sbcglobal.net	http://www.headinhomerescue.org		Rescue	cats, dogs, birds	Michigan	Varies depending on the animal's needs		adoptions	No	Yes

2363	Available	People Promoting Animal Welfare	6869 Morganton Rd	Greenback	TN	37742	United States	(865) 856-7729		1catnut@gmail.com	http://www.ppawspayneuterclinic.com		Rescue	Cats and Dogs	Greenback, Loudon, Maryville, Knoxville, Vonore, Madisonville, Tellico Plains and Sweetwater, TN.Loudon, Monroe, Blount and Knox Counties. Any county or state.	$50 fee for cats includes spay or neuter, FELV/FIV Test, Rabies, FVRCP and FELV vaccinations, worming and Frontline application. $50 Fee for dogs includes spay or neuter, DHLPP and Rabies Vaccinations, Heartworm Test, Worming and Frontline application. 	Call 865-856-7729 for hours at our regular location	Spay/Neuter and limited rescues	No	Yes

2364	Available	SPCA of Wake County	200 Petfinder Lane	Raleigh	NC	27603	United States	(919) 772-2326		adoptstaff@spcawake.org	http://www.spcawake.org		Shelter	Please contact shelter for details.	Please contact shelter for details.	Please contact shelter for details.		Please contact shelter for details.	No	Yes

2366	Available	Forever Home Rescue	PO Box 44	Parker Ford	PA	19457	United States			sheplover5@aol.com	http://www.foreverhomerescue.com		Rescue	all breed dogs	chester, Montgomery, Bucks, Berks, and Delaware counties	reference checks and home check, adoption application and adoption contract, adoption fee includes HW test, vaccines, spay/neuter.	Visit by appointment only.	adoptions	No	Yes

2367	Available	Burlington County Animal Shelter	35 Academy Drive	Westampton	NJ	8060	United States	(609) 265-5073			http://www.petfinder.com/shelters/NJ148.html		Shelter	Cats & Dogs	All of Burlington County, NJ.	Adoption Fees:. $75 for Dogs. $100 for Puppies less than 6 months . $45 for Cats. $60 for Kittens less than 6 months. . Contact the shelter for other rates.	Monday & Thursday: 11am-7pm. Tuesday, Wednesday & Friday: 11am-4pm. Saturday: 11am-3:30pm. Sundays & Holidays: closed	adoptions, rabies vaccinations	No	Yes

2372	Available	Cats-Are-Purrsons-Too	PO BOX 59067	Chicago	IL	60659	United States	(773) 728-6336		tba@touchedbyananimal.org	http://www.touchedbyananimal.org	http://www.facebook.com/touchedbyananimal	Rescue	cats	Chicago, IL	First you would call and have an interview over the phone. Then you would then come by and see the cats that we have available.  We ask for a donation of half of the cat's medical bill. 	We usually do adoptions on Wednesday, Saturday, and Sunday.	adoptions	No	Yes

2376	Available	Kalkaska Animal Shelter	605 N. Birch Street	Kalkaska	MI	49646	United States	(231) 258-3309			http://www.kcacares.org		Shelter	cats and dogs	Kalkaska County	$25 spay/neuter deposit, $25 adoption fee for cats, $50 for dogs	M-F 8-4am. Behind the Kaliseum	adoptions	No	Yes

2377	Available	Peke Safeheaven of Michigan	4712 W BerryRd	Sterling	MI	48659	United States	(989) 654-4002		pcf@veionline.com			Rescue	Pekingese Dogs	 All of the great state of michigan 	 Fees. contracts, requirements 	Call and make appointment	Adoption	No	Yes

2379	Available	Shelter2Rescue Coalition		Arlington	TX	76013	United States			adoptions@shelter2rescue.org	http://www.shelter2rescue.org		Rescue	dogs primarily	North Texas area	Our adoption process is three-fold:  application, home visit/reference checks and contract. Our adoption fees range from $175-$200. 	We hold an adoption event each week at the Highland Village Petsmart in Arlington, TX, off of Matlock and I-20 or we can set up a time to visit a particular animal after an application has been completed at the foster home.	adoptions	No	Yes

2393	Available	Loudon County Animal Shelter	250 jamie dr	loudon	TN	37774	United States	(865) 458-5593		shelter@loudoncounty-tn.gov	http://www.petfinder.org/shelters/TN144.html		Shelter	cats,dogs,livestock,small/furry,reptiles,	Loudon county	Adoption contract, microchip contract, 2 levels of adopti. Level A Adoption (includes if needed):Dog Male $101 Female $111. Spay or Neuter Deworming heartworm check DHPP Rabies and microchip  Cats:      Male $121    Female $126. Feline Leukemia/FIV test Microchip FVRCP-P Rabies deworming Spay/neuter. .   . Level B Adoption (includes if needed):Dog Male $70 Female $80. Spay or Neuter Deworming DHPP Rabies Microchip  . Cats: Male $65    Female $ 70. Rabies Microchip spay/neuter FVRCP deworming.           . 	We're located in Loudon, TN:  From sugarlimb exit 76, on 75 south, go left on Sugarlimb to hwy 11, turn right on 11 and go until you see a sign on the right that says Sugarlimb Industrial park, turn right and take the first left, go straight to the shelter<br><br>. Our Hours are  9:00am-5:00pm Monday - Friday  &  9:00am - 1:00pm on Saturday. We are closed on Sundays and Holidays.  Out of state adoptions are welcome.  The adopter must provide ground transportation for their new pet. . 	animal control,adoptions,	No	Yes

2394	Available	Nileydog Rescue	PO Box 9521	Cincinnati	OH	45209	United States			info@nileydogrescue.org	http://www.nileydogrescue.org		Rescue	Dogs	Cincinnati, Ohio and 100 mile radius.  	Adoption Application, Adoption Contract, Adoption Feed depending on age of dog, Must be over the age of 21, All animals in home must be up to date on all vet care including shots and heart worm, and spay/neuter.  	They are all in foster homes	Adoptions	No	Yes

2395	Available	Georgia Animal Rescue & Defence, Inc.	100 Dichroic Dragon Dr.	Pembroke	GA	31321	United States	(929) 274-4273		gardkm@gmail.com	http://www.gardonline.org	https://www.facebook.com/GARDAnimalShelter/	Shelter	Dogs	Any	Fees vary depending on the dog ($150 and up).  Adopter must complete an application and be approved, then sign an adoption contract before taking possession of the dog.  Adoption fee is non-refundable.	SHELTER HOURS: By Appointment Only! Please put in an online application prior to coming to your appointment. You can also meet adoptable pets at our PetSmart Adoptions in Pooler.	adoptions, rescue	No	Yes

2399	Available	Mutt and Lab Rescue		North Creek	NY	12853	United States			jonpickles@verizon.net			Rescue	Dogs	New York city, Warren County, Albany, NY, Saratoga county	Application with vet reference, contract for vet care and training, $250 fee includes spay/neuter already done, all shots, transportation	North Creek, New York	Adoptions	No	Yes

2408	Available	Boxer Orange County Animal Rescue	P.O. Box 1235	Huntington Beach	CA	92647-1235	United States				http://www.boxerocrescue.org		Rescue	Dogs - Boxers	Orange County & nearby if distance is reasonable to do a home check.	OUR ADOPTION PROCESS. Step 1: Check out our Boxers, read the bios and see which Boxer would fit your home life best. If none match perfectly continue to step 2 and know what kind of Boxer is your match. . Step 2: Complete an APPLICATION. Include the name of the Boxer you are interested or join a waiting list for a Boxer that meets a desired description. . Step 3: If you pass the application process you will be notified via phone or email regarding a date/time set up to meet the Boxer & make sure any of your current pets and family members get along with the Boxer. (sometimes Step 4 happens at the same time) . Step 4: If everyone seems like they will get along well then a BOCAR volunteer will do a house check to make sure that your home will be safe and accomodating to the needs of the Boxer. Sometimes alterations are requested before you can have your new Boxer come home. Ex: if your new Boxer is a Houdini wanna be they may look for any escape routes and ask for them to be blocked.. Step 5: Happy Endings time! After step 1-4 your will have to sign a contract (if you cannot keep your Boxer it comes back to BOCAR) and pay your adoption donation/fee $200-$400 depending on the Boxer & your new fur kid will be on its way home! . We adopt to Orange County residents and some areas near by if the distance is reasonable to do a home check. 	By appoinment. Most of our dogs are in foster homes.	Adoptions, spay/neuter, microchip, medical care	No	Yes

2413	Available	Happy Hearts, Inc.		Laurens	SC	29360	United States	(864) 933-0850		HappyHeartsSC@gmail.com			Rescue	cats, dogs, special needs domestics	County of Laurens, SC primarily	They fill out an application. Processing can include home visits, references from vets, etc.  If approved, they sign a contract outlining their responsibilities and requiring them to contact us first if they ever have to give the animal up for any reason.  The fees are individually determined for each animal based on the amount spent on their care.  Often the amount exceeds the amount that people can pay, so we then ask for a lower fee.  I don't believe we've ever asked for more than $125 even though we have put over $500 into some of the animals.	Arrangements are made by appointment and since we do not have a public shelter, the animals are taken to a public meeting place, like the Holmes Veterinary Clinic for the people to meet them.	rescue and adoptions	No	Yes

2417	Available	GreyHeart Greyhound Rescue and Adoption of Michigan	P. O. Box 721502	Berkley	MI	48072-0502	United States	(866) 438-4739			http://www.greyheart.org		Rescue	dogs (only retired racing greyhounds)	Livonia, Michigan and all areas within a 50 mile radius.	Adopting a greyhound is a lifetime commitment.  The greyhound can be expected to live 12 to 14 years.  To ensure the safety and health of the greyhound, the following Adoption Requirements must be complied with explicitly.  Please do not consider adoption if you will not be able to meet this lifetime commitment or adhere to these requirements.  .      Please also consider financial responsibility in adopting a greyhound - this responsibility does not end with the Adoption Fee of $225.00.  While greyhounds tend to be a pretty healthy breed, there are veterinary costs associated with caring for any dog.. . GREYHEART's Adoption fee includes:. Spay or neuter, Teeth cleaning-extractions included, Heartworm test, Heartworm medication - 3 month's worth, plus 1 in the foster home, DHLPP vaccine, Lepto booster if needed, Corona-virus vaccine, Bordetella vaccine-if needed, Rabies vaccine, Flea and tick treatment - Frontline Top Spot, Fecal test and appropriate medication until negative results are obtained, Droncit - tapeworm medication - if needed, Collar, leash and muzzle and GREYHEART identification tag.  Adopters must agree and be aware: of the importance of  keeping their Greyhound on lead when not in an enclosed fenced area; that Greyhounds must live inside the home and cannot be kept in an outdoor kennel/dog house; that identification must be on their Greyhound at all times; that a Greyhound must NEVER be placed on a tie out chain. Being sight hounds and running up to 45 mph, this can literally break their necks; that if no fenced in yard is provided in their home, that their Greyhound must be leash walked no less than 4 times a day to relieve itself; to keep all necessary vaccines/tests current each year and will keep their Greyhound on heartworm preventative; that if for any reason they am unable to keep their Greyhound, they agree to return him/her to this adoption agency; that they certify that all information on the application is true and correct; that they release permission to contact the veterinarian/personal reference listed by them; to sign the contractual agreement.	upon appointment, or at local meet 'n greets	adoptions	No	Yes

2420	Available	Brooklyn Bridge Animal Welfare Coalition, Inc.	P.O. Box 22948	Brooklyn	NY	11202-2948	United States			BrooklynBridgeAnimals@yahoo.com	http://www.bbawc.org		Rescue	cats, dogs, other small pocket pets	Brooklyn, New York	Adoption Application. Adoption Agreement. Adoption Fee. Three references required	By appointment only.  We offer to drive prospective adoptive prospects to the foster home.  We also deliver pets to their new homes.	Adoptions	No	Yes

2423	Available	FidoKnows Rescue		Chandler	OK	74834	United States			FidoKnows@gmail.com			Rescue	Dogs - primarily corgis and corgi mixes	Don't understand the question	App, interview, match with each dog, Agreement with guaranteed return at anytime, adoption fee	by appointment only	complete vet workup, adoptions, behavioral consultations	No	Yes

2426	Available	Scout's Honor Rescue	1302 Waugh Drive, 245	Houston	TX	77019	United States			info@scoutshonor.org	http://www.scoutshonor.org	https://www.facebook.com/scoutshonorrescue	Rescue	dogs and cats	Houston, TX and surrounding areas	Application, vet check, home visit.  we have a $150 dog adoption fee and an $85 cat adoption fee.	All animals are in foster homes and visit will be arranged after approved application.  We hold adoption events at different locations in and around the Houston area	adoptions	No	Yes

2429	Available	Rocky Mountain Feline Rescue	2390 S Delaware St	Denver	CO	80223	United States	(303) 744-6076		rmfr2390@gmail.com	http://rmfr-colorado.org	http://www.facebook.com/RockyMountainFelineRescue?ref=ts&fref=ts	Shelter	cats	Denver and surrounding communities	RMFR has many loveable cats of all ages, shapes and sizes, all of which need homes. If you are looking to adopt a cat from RMFR, please come in and complete an application at the shelter, or download one by clicking  HERE if you have Adobe Acrobat Reader. We ask for the entire family who will be adopting to meet the cat, and provide documentation of proof of address (lease agreement, recent bill, valid driver's license), and a phone number for your veterinarian.. For applicants who rent, we require consent of your landlord.. Shelter Address: 2390 S. Delaware Street, Denver, CO 80223 (Map). Shelter Hours: Monday, Tuesday, Thursday, Friday Open Noon - 4 p.m.. Weekend Hours: Saturday & Sunday Open Noon - 5 p.m.. Closed Wednesdays. Adoption Fees:. One cat under the age of 6 years $70.00;. Two cats under the age of 6 years $100.00;. . One cat over the age of 6 years $60.00;. Two cats over the age of 6 years $100.. . If you are over 65 years of age, our Senior Discount is one cat over 6 years of age for $50.00, two cats over 6 years of age for $75.00. . Payable by check or cash--Sorry, no credit cards... . Fee includes:. Spay or Neuter. Vaccinations,. FIV/FELV test,. Safety collar,. Shelter ID tag and. Cardboard carrier.. . We also offer MICROCHIPPING for the low price of $30.00 per pet. By having your pet microchipped, you may be saving his/her life in the event he or she gets lost!	Shelter Address: 2390 S. Delaware Street, Denver, CO 80223 (Map). Shelter Hours: Monday, Tuesday, Thursday, Friday Open Noon - 4 p.m.. Weekend Hours: Saturday & Sunday Open Noon - 5 p.m.. Closed Wednesdays	adoptions, referrals, public education	No	Yes

2430	Available	Pet Adoption Fund	7507 Deering Ave.	Canoga Park	CA	91303	United States			admin@petadoptionfund.org	http://www.petadoptionfund.org		Rescue	Dogs-Cats	Southern California adoptions only, but exceptions are made on occasions.	Adoption fees vary by age, size and breed. All applications are subject to approval. Home checks are conducted in most cases. You must be over 21 years of age, and with a valid California Driver's License or a California ID Card. All our pets are spayed or neutered, microchipped, vaccinated (Rabies-only if specified). Southern California adoptions only, but exceptions are made on occasions.	We are open for adoptions seven days a week, between 1.00 and 5.00 PM daily, at our private kennel located in Canoga Park, CA. For viewing, please contact Mary at 818-261-6974 or email admin@pet-adoption-fund.com Location: 7507 Deering Ave. Canoga Park, CA. 91303. Between Sherman Way and Saticoy, and 1/2 a block East of Canoga Ave.	Adoptions	No	Yes

2432	Available	East Mississippi Animal Rescue		Meridian	MS	39305	United States	(601) 553-3060		prjoyner@comcast.net	http://www.eastmsanimalrescue.com		Rescue	Dogs	We adopt in Meridian, MS but cater to Rescue Placements all over the east coast.	Application for adoption is taken, references checked and home visit made. If all is approved we have a contract that is signed. 	Appointment only	ADOPTIONS, SPAY/NEUTER,EDUCATION, FOSTER PROGRAMS	No	Yes

2433	Available	Humane Society of Swift County	211 11th St. N.	Benson	MN	56215	United States	(320) 808-3497		HSSC01@hotmail.com	http://www.swiftcounty.com		Shelter	dogs mostly but occasional cats as foster homes are available.	All towns in Swift County, MN.	We spay/neuter all of our adult pets before adoption.  Adoption fees begin at $95 for dogs, but vary depending upon the desirability of the dog, purebreds, etc.  Each foster home interviews and decides upon the adoptive families for the pet.	Each foster home's contact number and name is listed on Petfinder for their respective foster pet. When calls come in, the foster family arranges for a visit.	Spay/neuter grant distribution,  Finding homes for strayed and surrendered dogs and cats.	No	Yes

2434	Available	City of Aurora	600 S River Street	Aurora	IL	60506	United States	(630) 256-3630			https://aurora-il.org/animalcontrol/index.php		Shelter	Please contact shelter for details.	Please contact shelter for details.	Please contact shelter for details.		Please contact shelter for details.	No	Yes

2442	Available	Animal Adoption Network, Inc.		Laconia	IN	47135-9016	United States			pjarmstrong70@aol.com	http://www.aanok.com		Rescue	cats, dogs	all Indiana and Kentucky	There is applicaton that must be filled out and returned. We check vet references and alo ty to do a home evaluation prior to adoption. Adoption fees: Puppies and dogs under 40 pounds $85.00 Over 40 pounds $125.00. Kittens $60.00 Cats $85.00		adoptions, referrals	No	Yes

2444	Available	Senior Dogs 4 Seniors	1109 Babler Forest Court	Chesterfield	MO	63005	United States	(636) 458-1892		info@seniordogs4seniors.com	http://www.seniordogs4seniors.com		Rescue	dogs	St Louis, Missouri area	We ask for $200 donation for adoptions.  Home visit and contract is required.	We are at the Kirkwood Petco every Saturday from 11 am to 3 pm.  This store is located on Lindbergh just north of I-44.  Turn left at the first major stop light.	adoptions	No	Yes

2445	Available	Spring River Animal Rescue Effort (SPARE)	P.O. Box 364	Cherokee Village	AR	72525	United States			spanimalrescue@aol.com	http://www.spare.rescuegroups.org	SPARE (SpringRiver Animal Rescue Effort)	Shelter	cats, kittens, dogs, puppies	Sharp and Fulton Counties	Contract with requirement for rabies shot and spay/neuter. Adoption fees vary.	By appointment and calling 870-847-0727.	Adoptions; spay/neuter at North Arkansas Veterinary Clinic down the street	No	Yes

2449	Available	All-American Mutt Rescue, Inc		Huddleston	VA	24104	United States	(434) 841-0411		weluvpups@hotmail.com	http://www.allamericanmuttrescue.org		Rescue	dogs	Bedford County, Bedford City, Forest, Lynchburg, Smith Mountain Lake, Moneta, Roanoke, Salem, Vinton, Roanoke County, Campbell County	We have an adoption application process, vet references are checked, home visits are done as needed, an adoption contract is required, and the adoption fee is $125.	We try to schedule public meet-and-greets at least once per month.  Dates/times/locations can be found on the website and on facebook.  We also schedule meet-and-greets for approved adopters at their homes.  We do not have a shelter and, therefore do not have hours open to the public.	adoptions - all pets are spayed or neutered and up-to-date on shots	No	Yes

2456	Available	Almost Home Animal Rescue	PO Box 5302	Maryville	TN	37802	United States			info@almosthometn.org	http://www.almosthometn.org		Rescue	dogs & cats	Maryville, Knoxville, Loudon Co, Monroe Co, Cleveland, Johnson City, Blountville, etc.	We require an adoption application and a contract.  Our adoption fee is $125 for dogs and $90 for cats.  Our requirements are listed on the website and on our contract.	We have an adoption event about every Sunday from 12pm - 6pm at PetsMart near the West Town Mall.	foster care, adoption, spay/neuter, vetting, transports	No	Yes

2463	Available	LL Dog Rescue	P. O. Box 8545	Shawnee Mission	KS	66208	United States	(816) 926-0242		lldogrescue@yahoo.com	http://www.lldogrescue.org		Rescue	Dogs	Greater Kansas City Area	Adoptions begin with the completion of an Adoption Application, completion of approved references, an approved house/fence check.  Adoptions require signing of an adoption agreement.  Fees vary depending on the breed, age and health of the pet.  	Pets are shown at regular Adopt-A-Pet Events at Petco, 6801 W. 75th St., Overland Park, KS 66204.  These events are the first & third Saturday and 4th Sunday of each month.  Pets may also be shown by appointment.	Adoptions, spay/neuter, vaccinations, dentals, microchips, HW+ tests, other as needed	No	Yes

2464	Available	Jackson County Humane Society	23354 Dark Hollow Road	Maquoketa	IA	52060	United States	(563) 652-5360		office@jchumanesociety.org	http://www.jacksoncountyhumanesociety.com	http://www.facebook.com/JCHumaneSociety	Shelter	Cats, dogs	All of Jackson county this includes, Maquoketa, Bellvue, Delmar, Andrew, etc	We have an adoption contract. The price for a cat is $55 and a dog $75.This includes shots and spay/nuetering. 	They can visit the shelter Tuesday -Thursday from 12:00 to 6:00 and Friday-Sunday from 12:00 to 4:00.	adoptions	No	Yes

2466	Available	Noah's Ark Bayou Sanctuary	P.O. Box 307	Liverpool	TX	77577	United States	(281) 330-5238		nabstx2004@aol.com	http://www.nabs-tx.com		Rescue	dogs	Alvin, pulling from surrounding shelters	applications, contracts, fees	Petco in League City, Tx. Every Saturday and Sunday from 12:00noon  till 5:00pm	adopt out fully vetted dogs	No	Yes

2480	Available	Karens K-9s		roundo	SC	29474	United States	(843) 835-2809		leaf.karen@yahoo.com			Rescue	dogs	surounding area in sc	adoption application,adoption contract,home visits,175.00	we are listed on petfinders.24/7	adoptions	No	Yes

2483	Available	Pincher Creek Humane Society/SPCA	1068 Kettles Street	Pincher Creek	AB	T0K 1W0	Canada	(403) 627-5191		info@pinchercreekhumanesociety.org	http://www.pinchercreekhumanesociety.org		Shelter	dogs, cats	Pincher Creek Town and Municipal District for rescues, Canada wide for adoptions	Potential adopters come to the shelter and fill in questionnaire and adoption contract.  Fees vary but generally $140 per dog/puppy with $60 rebate on altering if not already done.  Cats $65 per cat/kitten with $30 rebate if not already done.	Visitors are welcome at our shelter any weekday between the hours of 9.30 am and 4 pm, weekends between 9am and 11am.  If these times are not suitable we will make an appointment.	adoptions	No	Yes

2485	Available	Danville-Boyle Co. Humane Society	778 N. Danville Bypass	Danville	KY	40422	United States	(859) 238-1117		dbchs@bellsouth.net	http://www.homes4pets.org		Shelter	cats, dogs, rabbits, hamsters, guinea pigs	We take in all cats and kittens regardless of where they come from; since February we have closed our doors to dogs outside of our co. due to crowding.	Our Adoption fee fluctuates, If we are severly crowded we have lowered our price to where it does not cover our spay/neuter epense. Normally Kittens & puppies and dogs are $75. Adult cats are $25.	DBCHS is open 8:30-4:30 Monday through Friday. Saturday 10:00-4:00	Adoptions, surrenders, spay-neuter clinic	No	Yes

2498	Available	Davis County Animal Control	1422 E 600 N	Fruit Heights	UT	84037	United States	(801) 444-2200		emckinnon@co.davis.ut.us	http://www.daviscountyutah.gov/animal_services		Shelter	Cats, Dogs, Rabbits, Livestock, other Pocket Pets	All of Davis County, UT. We adopt to any area.	All of our adopted dogs and cats must be spayed or neutered after adoption and cannot be used for any illegal purposes. Dogs: $82.00 (in county, not spayed/neutered) $70.00 (out of county not spayed/neutered)covers the price of spay/neuter, first set of shots, county license (for county residents), free vet visit and adoption pack.$57.00 (in county already spayed/neutered), $45.00 (out of county already spayed/neutered) first set of shots, county license (for county residents), free vet visit and adoption pack. Cats: $60.00 (not spayed/neutered) $45.00 (already spayed neutered) covers price of spay/neuter, first set of shots, free visit to the vet, and adoption pack. Pocket Pets (including rabbits, hamsters, birds) $5.00. Livestock (goats, sheep, chicken, etc) varies by breed. 	We are open M-F 8AM-5PM. We encourage the whole family including any furry ones to come along when looking at one of our pets. We are located at 1422 E 600 N in Fruit Heights, UT. Please call for directions (801)-444-2200	Adoptions	No	Yes

2501	Available	Sheltie Rescue of GA, Inc.	201 Hampton Dr.	Dawsonville	GA	30534	United States	(770) 926-2001		info@sheltierescue-ga.org	http://sheltierescueofga.rescuegroups.org	http://www.facebook.com/groups/55368929456/	Rescue	Shelties	State of Georgia	All applicants must submit an Online Adoption Application in order to be considered to adopt one of our available dogs. Once your application is received, we will contact the references you provide us for their input: the veterinarian(s) you list and your family friend. Please make sure to advise them we will be calling and give them permission to release information to us. After we've spoken with your references, one of our volunteers will do a screening interview with you to get a feel for your family as a potential home for one of our Shelties, to get an understanding of what you are looking for in a companion, and to try to determine the Sheltie we have that would best fit into your environment. There are no guarantees that all applicants will be approved and no guarantees that the dog you request will be the one with whom you are matched. Our goal is to find the best possible home for the animals in our care, not necessarily to put them in the first home that is interested.. . Our adoption fees are based on a sliding scale dependent on the age of the dog and whether or not it has special needs. Seniors (over 7 years old) and dogs with Special Needs will have a $200.00 fee. Puppies under the age of one year are $425, between one and three years are $350.00, and all others are $275.00.	All our dogs are housed in foster homes all around the state. Applicants will be invited to visit specific dogs after their application has been approved.	Adoptions	No	Yes

2508	Available	Southern Ontario Animal Rescue (S.O.A.R.)		Brampton, Mississauga and GTA	ON	L7A 2R1	Canada	(905) 450-5992		info@soardogrescue.ca	http://www.soardogrescue.ca		Rescue	Dogs	Brampton, Mississauga & GTA, Peel & Halton Regions	1.  Completely fill out application.. 2.  Phone interview with applicant.. 3.  Personal & veterinarian reference checks.. 4.  Home visit.. 5.  Fee of $375. 6.  Fenced yard required.. 7.  No children under age 10 years.	Our rescues are, mostly, kept at Foster homes.  Meet & greets are done only AFTER the application process has been completed.	Adoptions	No	Yes

2509	Available	Westie/Cairn Terrier Rescue of SW Ohio		Williamsburg	OH	45176	United States			windsorpaints@aol.com			Rescue	dogs	Cincinnati, Louisville, Lexington, Dayton, Columbus, Indianapolis	contracts, adopton application, fees, spay/neuter, heartworm testing and prevention, shots, worming and grooming	First they can see the dogs on petfinder and read a little bit about them and I will send them an application if they want one.  I go through the applications and get in touch with the ones I think will work out with Westies or Cairns.  I am in Williamsburg, OH and visits are by appointment only.	adoptions	No	Yes

2513	Available	Exotic Heritage Cat Association of America	860 Quail Crest Rd,	Kingman	AZ	86409	United States	(928) 757-1437		exoticheritagecats@exoticheritagecat.com			Shelter	cats, horses	Kingman, Golden Valley, Mohave County, AZ	Complete adoption questionaire, read and sign adoption agreement, possible home inspection, payment of adoption fee.  Adoption fee ranges from $75 to $200.	We are open seven days per week, 52 weeks per year.  WE show pets by appointment only, so the npublic does have to call and let us know they ae coming.	adoptions, therapy animals, spay/neuter, verterinary assistance, disaster assistance	No	Yes

2518	Available	Dogs Deserve Better of Orland Park, IL		Orland Park	IL	60462	United States			alisa.ddb@gmail.com	http://www.dogsdeservebetter.com		Rescue	dogs	Plainfield, IL and surrounding areas	An adoption application is filled out and home visit scheduled. Once those items are cleared and the dog is approved for the home the adoption contract is completed and signed. The fee for a puppy is $150 and an adult dog $125. Puppies have to be spayed or neutered by 6 months of age while the adults will be spayed or neutered before adopted. All dogs will be checked up on at any time after the adoption to verify the quality of the home and living conditions. 	All dogs are in foster homes. We do tabling events and will post this information as it is updated.	adoptions, rescues	No	Yes

2520	Available	Dogs Deserve Better Alabama		Leeds	AL	35094	United States			unchainbama@gmail.com	http://www.dogsdeservebetter.org		Rescue	Dogs	Jefferson, Shelby, and St Clair County AL	Home check, adoption agreement, Fee is $75 and dog will be spayed/neutered and utd on shots.	The above address by appt.	rescue,education,	No	Yes

2529	Available	Come Bye Border Collie Rescue	P.O. Box 332	Highland	IL	62249	United States	(618) 532-7289		ComeByeBCR@hotmail.com	http://www.comebyebcrescue.org	www.facebook.com/comebyebcrescue	Rescue	Dogs (primarily Border Collies)	Midwest	Adoption process includes completing an application, having personal references checked, vet checks and home visit by one of our volunteers.  Your application and backup information is then presented to the Board/Committee for review.  Once your application has been approved, you may then schedule a meeting with the dog(s) in which you are interested.  The foster home has the final approval on the adoption of his or her dog.	We have no physical location.  All of our dogs are fostered in homes.	Adoptions	No	Yes

2545	Available	West Tennessee Border Collie Rescue	PO Box 2467	Cordova	TN	38088	United States			thistle540@cs.com	http://www.tnbordercollierescue.com		Rescue	Dogs	Middle and West TN, AR, LA, MS, MO, KY	Application required.  $200 adoption fee and signed contract	Contact us via phone or email and visits will be arranged with foster homes.  Otherwise pets can be seen at our twice a month adoption events posted on our website.	Adoptions	No	Yes

2547	Available	Zoi's Animal Rescue	P.O. Box 2905	Claremore	OK	74018	United States	(918) 928-9647		zoianimalrescue@yahoo.com	http://www.zois.petfinder.com		Rescue	cats and dogs	Claremore, Owasso, Tulsa, and surounding areas.	Cat adoptions are 65$ and dog adoptions are 100$. The fee includes spay/neuter, shots, heart worm testing, Feline leukemia testing (cats, worming, and any other medical treatment that may be needed.	Our dogs can be visited every Saturday and the 1st and 3rd Sunday of every month in the Petsmart store located in Owasso. 	Adotptions	No	Yes

2551	Available	Animal Friends Furever,Inc.	P.O box 301	Warminster	PA	18974	United States	(215) 676-3318		AFFRescue@aol.com	http://www.aff.petfinder.com		Rescue	dogs mainly will help cats and any other animals when we can	Warmister Pa , Phila Pa, Blue bell Pa,	a adoption application is filled out on line , we do vet and personal references and a home check if all that is good they can havea meet and greet with the animal, if everyone likes everyone and it is a match we do the final adoption contract, adoption fee varies depending on the animals and the vet care we gave the animal	we do not have a shelter they can see our pets online, no contact will be made until the application is approved	Owner surrenders / adoptions	No	Yes

2553	Available	Ray of Hope Humane Society	PO Box 982	Hawthorne	NV	89415	United States	(775) 945-2555		rohhs01@yahoo.com	http://rayofhopehumanesociety.rescuegroups.org	https://www.facebook.com/pages/Ray-of-Hope-Humane-Society	Rescue	cats, dogs, rabbits, birds	Mineral County	Request $40.00 to help offset costs of spay/neuter and vaccines.  Interview to assure right critter to right home.  	Some pets can be viewed at PetCo off Virginia.  	adoptions	No	Yes

2557	Available	They Deserve Better	P O Box 18117	Morgantown WV	PA	26507	United States			theydeservebetter@hotmail.com	http://www.theydeservebetterdogrescue.org		Rescue	dogs	Fayette Co, Morgantown, W Vir	Adoption donation of $300 includes spay, microchip, up-to-date on shots	We usually contact them at their place or at ours.	adoptions, surrender	No	Yes

