OrganizationId,Status,Name,Address,City,State,Zip,Country,Phone,Fax,Email,OrgUrl,FacebookUrl,OrgType,OrgSpecies,ServeAreas,AdoptionProcess,MeetPets,Services,AllowC/Users/jessicamalloy/Documents/workspace/PawMatch/data-in/organizations.csvommonApp,MessageOrg
1528,Available,"The Hemingway Group",,Cary,NC,27511,"United States",,,hemingwaygroup@gmail.com,http://thg.rescuegroups.org,,Rescue,dogs,"Asheboro, Pittsboro, Triangle Area, Triad Area",,,"rescue, foster, adoptions, long term care for unadoptable animals",No,"Yes"
1529,Available,Humanochat,,Repentigny,QC,"J6A 8H9",Canada,,,carolinekipling@hotmail.com,,,Rescue,"cats and dogs",,,,"adoptions, spay and neuter",No,"Yes"
1532,Available,"Almost Home NM","PO Box 772",Peralta,NM,87042,"United States",,,adopt@almosthomenm.org,http://www.almosthomenm.com/,,Rescue,"cats, dogs, and others when needed ",,,,adoption,No,"Yes"
1537,Available,"SAINT Animal Rescue","35355 Funk Rd",Calhan,CO,80808,"United States","(719) 541-3099",,jrineck@falconbroadband.net,http://www.saintanimalrescue.org,,Rescue,all,,,,"rescue, adoptions",No,"Yes"
1538,Available,"LOYAL Rescue",,Pickering,ON,"L1V 0B1",Canada,,,,http://www.loyalrescue.com,,Rescue,Dogs,,,,Adoptions,No,"Yes"
1543,Available,"Austin Dog Alliance","1321 West New Hope Drive","Cedar Park",TX,78613,"United States","(512) 335-7100",,carla@austindogalliance.org,http://www.AustinDogAlliance.org,,Rescue,Dogs,,,,"adoptions of spayed or neutered animals, educational programs for kids, pet therapy programs",No,"Yes"
1545,Available,"SNIPPP (Spay & Neuter Intermountain Pets & Pet Placement)","PO Box 223",McArthur,CA,96056,"United States","(530) 336-6006",,snippp@frontiernet.net,,,Rescue,"dogs (and sometimes cats)",,,,"adoptions, spay/neuter vouchers, fostering",No,"Yes"
1546,Available,"Friends of the Animals","320 W 6th Street",Tipton,IA,52772,"United States","(563) 886-2361",,friendsoa@yahoo.com,http://www.foa.thinkhost.com,,Shelter,"Dogs, Cats, Rabbits",,,,Adoptions,No,"Yes"
1548,Available,"Homeward Trails Animal Rescue","PO Box 100968",Arlington,VA,22210,"United States","(703) 249-5066",,,http://www.homewardtrails.org,,Rescue,"cats, dogs, small animals","Entire Washington, DC metropolitan area","That info can be found here:  http://www.homewardtrails.org/adopt-a-pet/pet-adoption-process","Adoption events held on weekends throughout the year at various locations; PetMAC-DC Adoption Center; PetMAC-Arlington (VA) Adoption Center","Rescue, Adoptions",No,"Yes"
1550,Available,"A Second Chance Puppies and Kittens Rescue","P.O. Box 211924","Royal Palm Beach",FL,33421-1924,"United States","(561) 333-1100",,info@asecondchancerescue.org,http://www.asecondchancerescue.org,www.facebook.com/asecondchancepuppiesandkittensrescue,Rescue,"cats and dogs","Palm Beach, Broward, Martin, and St.Lucie Counties","Our Adoption Process.... .     The first step in the Adoption Process is to register on our website..     Once you have registered, the system will generate and email you a password..     Use your User Name and Password log in to the website..     Once logged in, you can complete the Adoption Application for the animal in which you are interested..     Animals that are listed for Sponsorship are not yet available for adoption. If you are interested in adopting an animal currently listed for Sponsorship, please wait for the animal's status to change to Available to submit an application. You are welcome to sponsor the animal, but Sponsorship does not necessarily guarantee approval to adopt..     Every application is assigned to and reviewed by an Adoption Counselor who will follow up with you..     Depending on the volume of applications we receive for a particular animal, the response time may vary from one day to a couple weeks. Please understand that our Adoption Counselors are all volunteers who perform this service in addition to their regular jobs. We appreciate your patience..     There is no need to complete a new application if you decide on a different animal - just send us an email..     Not every application will be approved. However, we hope that you understand that every decision we make is with the animal's best interest in mind.","We do not have a shelter location where you can come to meet the animals.  We are 100% volunteer and our animals are kept in private foster homes until they are ready for adoption.. . We have weekly events as listed on our website under the Events Link, where you can come to see the pups, but if one of your choices is pre-approved for an online application it would not be available for adoption.. . It is best to pick one of your favorites, and get an application in so it can be reviewed.  That way, if it is approved, you would be able to come to the event and choose from what is available at that time.  Keep in mind though, an approval for one particular dog or puppy does not guarantee approval for another, we have to make sure the pup is going to the best possible forever home.",Adoptions,No,"Yes"
1555,Available,"Florence/Lauderdale Animal Shelter","702 E. College Street",Florence,AL,35630,"United States","(256) 760-6676",,melody@saviashelters.org,http://florencelauderdaleshelter.com/,http://www.facebook.com/florencelauderdaleshelter,Shelter,"cats & Dogs","City of Florence and  Lauderdale County","$75.00 adoption fee",,"rabies vaccination and a spay/neuter ",No,"Yes"
1558,Available,"Animal Friends, Inc.","562 Camp Horne Road",Pittsburgh,PA,15237,"United States","(412) 847-7000",,adoptioninfo@animal-friends.org,http://www.ThinkingOutsideTheCage.org,,Shelter,"dogs, cats, rabbits",,,,"adoptions, spay/neuter, dog behavior classes, cat behavior classes, summer camps, pet therapy ",No,"Yes"
1561,Available,"Safe Dogs By The River",,Portland,OR,97212,"United States","(503) 683-3647",,info@safedogsbytheriver.org,http://www.safedogsbytheriver.org,,Rescue,"Dogs & cats","Greater Portland Metro area",,,"Education, Adoption",No,"Yes"
1566,Available,"Shiloh Charitable Trust","777 East Quartz 9005 ","Sandy Valley",NV,89019,"United States","(702) 480-8906",,shilohhorse@aol.com,http://shilohhorserescue.rescuegroups.org,,Rescue,Horses,,,,,No,"Yes"
1567,Available,"North Utah Valley Animal Shelter","193 N 2000 W",Lindon,UT,84042,"United States","(801) 785-3442",,nuvas@nuvas.org,http://northutahvalleyanimalshelter.org/,,Shelter,"Cats and dogs are the main animals",,,,"Adoptions, redemptions, microchips, dog licenses",No,"Yes"
1573,Available,"Castaway Animal Rescue Effort","1328-A West Sunshine",Springfield,MO,65807,"United States",,,,,,Rescue,"dogs, cats",,,,"adoptions, spay/neuter, medical treatment for sick or injured strays, rescues from death row",No,"Yes"
1576,Available,"Carolina Poodle Rescue",,Pacolet,SC,29651,"United States",864-489-3559,,applications@carolinapoodlerescue.org,www.carolinapoodlerescue.org,https://www.facebook.com/CarolinaPoodleRescue,Rescue,"dogs ",,,,adoptions,No,"Yes"
1577,Available,"SPCA of Westchester","590 North State Road","Briarcliff Manor",NY,10510,"United States","(914) 941-2896",,info@spca.oeg,http://www.spca914.org,,Shelter,"cats and dogs",,,,"adoptions, spay/neuter",No,"Yes"
1581,Available,"Asians For Humans, Animals and Nature",,"San Francisco",CA,94121,"United States","(415) 221-5733",,contact@ahan.org,http://www.ahan.org,,Rescue,"Dogs and Cats",,,,Adoptions,No,"Yes"
1582,Available,"Tia's Promise Animal Rescue",,Boyds,MD,20841,"United States",,,bullydawg3@hotmail.com,,,Rescue,dogs,,,,"re-homing and referral",No,"Yes"
1595,Available,"Sarge's Animal Rescue Foundation","PO Box  854",Waynesville,NC,28786,"United States","(828) 246-9050",,,http://www.sargeanimals.org,,Rescue,"Cats, dogs",,,,Adoptions,No,"Yes"
1599,Available,"Pittie Paws Rescue",,Peoria,IL,61603,"United States","(309) 258-0827",,Pittiepawsrescue@yahoo.com,,,Rescue,"dogs, cats, small animals ","any and all areas whenever possible","Initially an application is required, which includes references and a home check.  All family members and other pets are required to meet the selected pet, and then if all goes well,  we do the home check and adoption.  Contracts are required, and adoption fees are listed per pet.  ","Please call or email about each pet as they can be in one of multiple foster homes int he area.  We do not have a shelter for our pets.  Generally we can show pets during the day or at night, as well as weekends.  Phone hours are 8am-9pm seven days a week, with exceptions made for emergencies.","adoptions, reduced price spay/neuter, shots, boarding",No,"Yes"
1602,Available,"Tidewater Bichon Frise Rescue, Inc.","PO Box 8084",Suffolk,VA,23438,"United States","(757) 986-2275",,whitedogresq@yahoo.com,http://www.virginiabichonrescue.org,https://www.facebook.com/pages/Tidewater-Bichon-Frise-Rescue/140647709280824,Rescue,"dogs -- Bichons Frises","Central and Southeastern Virginia and Northeastern North Carolina","The written adoption application is the first step in our adoption process. We must receive a completed questionnaire before we can discuss specific adoption opportunities. Applications must be completed and submitted by an adult. . . We do a veterinary reference check, a telephone interview and home visit prior to adoption.. . The adoption fee is $275, $350 for dogs under a year old.  A non-transferrable contract is signed at the time of the adoption.  . . Requirements:. We restrict our placements to persons or families without small children (under 8 yrs of age). . . Adopters must live within 100 miles of Suffolk, VA. We do a home check prior to adoption and follow-up visits after adoptions to be sure it's a good pairing and the dog and adopters are happy. Our adopters must be geographically accessible.. . We do not adopt to persons who are out of the home all day. This policy saves us from having dissatisfied adopters and unhappy dogs that begin ?acting out? due to fear, loneliness and boredom. In most cases, a fence will be required. . . . ","Only approved applicants may visit. available Bichons Frises -- either by appointment or invitation. ","adoptions, spay/neuter",No,"Yes"
1604,Available,"City Kitties Rescue",,Philadelphia,PA,19139,"United States",,,info@citykitties.org,http://www.citykitties.org,,Rescue,"cats/kittens only","West Philadelphia/University City area","Adoption application, satisfactory veterinary reference or personal references, home visit, and adoption fee.","City Kitties is not a shelter and we do not have any central facility. We operate out of a small number of foster homes and are completely volunteer-run.  Applicants are required to pass our screening process prior to meeting adoptable animals.","cat/kitten adoptions, comprehensive vet care including spay/neuter, vaccinations, FIV/FeLV testing",No,"Yes"
1605,Available,"Somebuddies Inc.","P. O. Box 1532",Mechanicsville,VA,23116,"United States","(804) 559-6170",,catfix@aol.com,http://www.somebuddiesinc.com,,Rescue,cats,"Based in the Richmond Virginia area and serving all surrounding counties.","Our adoption fee is $100.00 per adult and/or kitten. Each kitten will come with a goody bag just for them. All pets are spayed/neutered (prior to adoption), tested for FIV/FILV, have received age appropriate vaccinations, deworming, flea treatment, and vet checked.. . Kittens 12 weeks old and under may not be adopted with children under 8 years of age. Please review our adoption contract for more detailed information.. . ","By appointment or at adoption events. Information can be found on our main website.",adoptions,No,"Yes"
1615,Available,"Dakota Dachshund Rescue","7505 Mystic Drive","Sioux Falls",SD,57110,"United States","(605) 310-8443",,dakotadachshund@hotmail.com,http://www.dakotadachshundrescue.org/,https://www.facebook.com/pages/Dakota-Dachshund-Rescue/181707388513212,Rescue,"Dogs, mostly dachshunds","Sioux Falls and surrounding area.  We have taken some breeder dogs from Missouri, Kansas, and Wisconsin.  We have also adopted out as far away as Chicago.","Usually we are contacted by a SD shelter about a dachshund that is not doing well (nipping etc.) and that they are going to be put down.  We take them in get them vetted and then place them up for adoption after they have been evaluated.  We also take calls from folks who have called their local shelter about there dachshund that may have started nipping at small children etc and are told the dog would be put down.  We also take calls from other rescues about breeder dogs.. ","All adoptable doxies are in foster care.  Arrangements are made to visit the dog at the foster home or our home where we currently foster 6 doxies.","Spay & Neuter all dogs in the rescue",No,"Yes"
1617,Available,"Helping Shepherds of Every Color",,Montgomery,AL,36107,"United States",,,everycolorrescue@yahoo.com,http://www.helpingshepherdsofeverycolor.com,,Rescue,Dogs,"Central Alabama mostly but will consider out of state adoptions on a case by case basis.  Will occasionally bring in animals from out of state.","Adotpion application, reference and vet reference check, home visit, adoption contract, adoption fee (amount varies depending on the animal).","Our pets are not available for viewing without an appointment.  All pets are in private foster homes.","Adoptions, new pet owner education, helping pet owners who need to relinquish their animal.",No,"Yes"
1618,Available,"Animal Services","3120 Martin Way",Olympia,WA,98506,"United States","(360) 352-2510",,,http://www.jointanimalservices.org,,Shelter,"Dogs, cats, small mammals and reptiles","Olympia, Lacey, Tumwater, unincorporated Thurston County","We require a completed application, licensing of current pets, property owner information, signed contract, mandatory spay/neuter, and adoption fee of $62 for cats, $77 for dogs and various fees for other pets. Some animals require special housing or other needs.","We are open Monday - Friday, 9:30-4:30 and Saturday, 9:30-4:00. We are closed for state holidays. Adoptions stop 30 minutes prior to closing.","Adoptions, spay/neuter assistance, animal control, education, volunteering",No,"Yes"
1619,Available,"New England Equine Rescues",,"All of New England...",RI,2874,"United States","(401) 742-6090",,fatoldfarmwife@verizon.net,http://www.newenglandequinerescues.com,,Rescue,Equine.,"ALL of New England, and help to any state.  We do a lot of networking.. ","Some fees, depends on the horse... applications, ref checks, contracts, etc.  All horses go to approved homes.","They can be seen on the web site, and people can join our message board to know what's going on with our horses....  http://pets.groups.yahoo.com/group/NewEnglandEquineRescues/. . And they can be put on a list if they are looking for something particular","Rescue, foster, adoption, any help needed.",No,"Yes"
1622,Available,Furkids,"1520 Union Hill Rd",Alpharetta,GA,30005,"United States",,,dogadoptions@furkids.org,http://www.furkids.org,www.facebook.com/smalldoghumane,Rescue,Dogs,"typically Gwinnett and Forsyth counties","submit and online application at www.smalldoghumane.org ","At our shelter facility on Wednesdays from 11-3 p.m. or at adoption events on Saturdays. Visit www.smalldoghumane.org to learn where and when.","adoptions of small dogs",No,"Yes"
1623,Available,"San Antonio Feral Cat Coalition","P. O Box 692308","San Antonio",TX,78269-2308,"United States","(210) 877-9067",,crazykattlady67@gmail.com,http://www.sanantonioferalcats.org,,Rescue,cats,"San Antonio Bexar County Texas","Adoption application. Adoption contract. Adoption fee: depending on animal selected","Petco Adoption Centers at:. DeZevala. San Pedro & I-410. Austin Highway. Stone Oak. ","trap, neuter, return information and advise",No,"Yes"
1632,Available,"Second Chance Pet Rescue","PO Box 938, 4312 Rawson Rd.",Corning,CA,96021,"United States","(530) 824-1985",,adoptions4scpr@gmail.com,www.secondchancepetrescue.org,,Shelter,Dogs,"City of Corning for animals coming into shelter, any other city who comes to our faciiity","Pre-adoption screening to ensure a good fit of selected dog, $40 adoption fee. Pit Bull Ambassador program--all pit bulls obedience trained, prepared for Canine Good Citizen test, microchipped, heartworm tested, home visit required, adoption fee $135.","4312 Rawson Rd., Corning, CA 96021. Friday thru Monday 12-3 in winter and 12-4 in summer or by appointments","Adoptions, Dog Training",No,"Yes"
1636,Available,"Pet Adoption Services, Inc","P.O. Box 534",Kenner,LA,70063,"United States",,,info@petadoptionservices.org,www.petadoptionservices.org,www.facebook.com/PetAdoptionServices,Rescue,"Cats, kittens, dogs, puppies","Greater New Orleans and surrounding area, including Jefferson, Orleans, St. Bernard, and St. Charles parishes.","The adoption fee for animals adopted through PAS ranges from $75 up to. $250 for pure breed pets. The average adoption fee is $100. All animals offered for adoption are spayed or. neutered, heartworm negative or. undergoing treatment, up to date on vaccinations, have undergone an intestinal parasite check and are verified to be in good health by our participating veterinarians. Adoption also includes microchip. In addition to completing an adoption contract, potential adopters should be prepared to agree to a veterinarian reference check and home visit. A valid drivers license or state I.D. card is required. This simple yet thorough screening process allows us to place the right animal in your committed, loving home. . ","Because each pet is fostered in the home of one of our fosterparents, arrangements will be made for potential adopters to meet the pet in which they are interested. Also, PAS holds monthly adoption days at Petsmart on Veterans Blvd in Metairie. ","Adoptions, low-cost spay/neuter referral, behavioural modification advice, humane trap loan",No,"Yes"
1637,Available,"Angels in Fur Dog Rescue","P.O. Box 34178","Granade Hills",CA,91394,"United States","(818) 335-3034",,info@angelsinfurdogrescue.com,http://angelsinfurdogrescue.com,,Rescue,"dogs ","San Fernando Valley, Burbank, Pasadena,Glendale, Simi, and Ventura Cnty","Step 1: Questionairre. Step 2: Home check. (if step 1&2 meet the needs of the pet they go on to step 3). Step 3: Trial period with the pet. Step 4: Contract and adoption fee","I usually bring the dog to the person's home.  This is the home check.  I also like to see how the dog responds to the new environment.  Sometimes I will bring a dog to my home so a person can just meet them.  I have also had interested parties meet a dog at the kennel in which they are at. I prefer going to the home.",adoptions,No,"Yes"
1639,Available,"Caring Hands Humane Society","1400 SE Third",Newton,KS,67114,"United States","(316) 283-0839",,Adoption@caringhandshs.org,http://www.caringhandshs.org,,Shelter,"cats dogs pocket pets birds","Harvey and Marion County","Application, contract, dogs 115.00 cats 75.00","mon. wed. thur. fri. sat. 10am - 5pm. . tues 10am - 6:30 pm",adoptions,No,"Yes"
1640,Available,"South Florida Siberian Husky Rescue, Inc.","4846 N University DR Box 333 (This is a PO Box we are NOT a Shelter)",Lauderhill,FL,33351,"United States","(954) 540-7373",,rescue@sibrescue.com,http://www.sibrescue.com,,Rescue,"Siberian Huskies","South Flroida","All applicants MUST live in Florida. If you live outside of Florida, please visit www.siberianrescue.com to find a listing of husky rescues in your area.. . Adoption Donation: . [5-12 mths $225] [13 mths to 2 yrs $200] [2+yrs to 7 yrs $175] [7+ yrs $100]. Adoption donations include: spay/neuter, annual vaccines (including heartworm/fecal), and pre-registered microchip. . Because we spend on average $375 per rescue dog, we have had to raise our Adoption Donations due to 2006 vet price inflations. . Adoptions cannot be made as gifts - Recipient is required to fill out SFSHRI application. Adopters must be 18 years or older.. . ","All meet and greets are by appointment only",adoptions,No,"Yes"
1645,Available,"DeKalb County Animal Services","845 Camp Rd",Decatur,GA,30032,"United States","(404) 294-2165",,adoption@dekalbanimalservices.com,http://www.dekalbanimalservices.com,,Shelter,"dogs, cats, reptiles, small & furry","DeKalb County, GA","Lost and stray animals are held at Dekalb Animal Services for five business day stray waiting period in order to give their owners a chance to reclaim. After that time period, adoptable animals are held as long as space allows.Adoption fees. Female dog - $92.00 Male dog - $87.00. Female cat - $82.00 Male cat - $62.00. . Adopted animals receive complete vaccinations and are altered. Dogs receive heartworm testing. Once adopted, animals are transported to our veterinarians for vaccination, altering, and testing. However, once services are rendered, there are no refunds. If testing is positive it will be up to the new owner to correct any medical issues that would have been screened out in our adoption program. Once all medical work is completed, the new owner can pick the animal up either from us or the vet usually the next day.","We're located right off of Interstate 285 exit 41@ Memorial Drive on Camp Rd.. . Hours: . Mon-Fri, 10:00am-4:30pm. Sat, 10:00am-4:00pm. . ","animal control and adoptions",No,"Yes"
1646,Available,"United States Equine Rescue League, Inc.","P.O. Box 317",Pendleton,IN,46064,"United States","(800) 650-8549",,info@userl.org,http://www.userl.org,,Rescue,Horses/Equine,"We have active regions in NC, VA, and IN but also have active volunteers and foster facilities nationwide.","Potential adopters first need to fill out an adoption application. If a particular horse interests them, they should put that horse's name on the application. An USERL volunteer will contact them to discuss the horse and put them in contact with the foster home. Once the potential adopter, foster home and the appropriate USERL Regional Director and/or Executive Director agree that the horse and adopter is a match, USERL will schedule a barn check.  An USERL volunteer will schedule a time to meet you at your barn. S/he will be looking for safety (i.e. no barbed wire, no junk in the pastures), a clean, healthy environment and the condition and temperament of your other horses, if any.  Depending on how quickly you can get out to meet the equine and how quickly we can get a volunteer to do your barn check, typically the process takes one week to one month.. Complete and return the USERL Preliminary Adoption Application.  We will then contact you directly if we have additional questions. . If the personal interview is satisfactory and if the USERL has a potentially suitable equine at the time, the USERL will schedule an appointment to check the potential adopter's facilities. In addition, the USERL will also conduct interviews of the references provided by the potential adopter on the Preliminary Adoption Application. . Upon satisfactory completion of the above, USERL will schedule a working session with the potential equine to determine if this is a suitable match. . Upon the completion of the session, it will be determined whether or not the equine and potential adopter are compatible. The USERL may at that time require additional sessions.  . Facility requirement: The facility shall have at least a roof and three sides and be in good repair and free of standing water. The equine must be allowed a minimum of 4 hours of daily turn out in a suitable and safe fenced area.  Barbed wire is not accepted by the USERL. The USERL requests that the adopted equine be kept with a companion equine or other compatible large herd animal. . When all requirements and preliminary adoption procedures have been satisfied, the USERL will require the following at the time of final adoption:. Completion of a permanent Adoption Contract detailing the care, which is required for the individual equines being adopted.    . Payment in full of an adoption fee (non-refundable after 30 days), which is based upon each individual equine, and set by the USERL at its sole discretion. . The USERL reserves the right to conduct unscheduled follow-up on the Adopted Animal and the facility at the USERL's discretion. If either are found to be in unsatisfactory condition, attempts will be made to help the adopters remedy the situation.  If these attempts are unsuccessful, the USERL retains the right to repossess the adopted equine at any time.  The USERL may require the adopter to submit to them receipt of proof of required veterinary and farrier care and/or an annual health statement from the adopter's veterinarian and farrier.",http://www.userl.org/horsepages/available.html,Rescue/Rehabilitate/Foster/Adoption,No,"Yes"
1649,Available,"Southwest Airedale Terrier Rescue",,Tucson,AZ,85719-2001,"United States","(800) 688-1402",,SWAT.rescue@gmail.com,http://www.swairedalerescue.org,,Rescue,"Airedale Terriers (purebred)","Arizona. New Mexico. Nevada. Utah","Application, home visit, placement contract, donation","By appointment after application, home visit and approval","Rescue, Foster, Rehabilitate, Adopt",No,"Yes"
1651,Available,"Animal Friends of Lansdowne","PO Box 869",Lansdowne,PA,19050,"United States","(484) 463-1277",,info@animalfriendsoflansdowne.com,http://www.animalfriendsoflansdowne.com,,Rescue,"cats/dogs/small & furries","Lansdowne PA","adoption application. process application w/reference checks & vet check. home visit if necessary. meet & greet. placement with no fee . accept donations. follow up at 1 week, 1 month, 6 mth, 1 yr mark","By appointment only thru the foster network & via petfinders",adoption/spay/neuter/education,No,"Yes"
1652,Available,"Humane Society of Livingston County","2464 Dorr Road",Howell,MI,48843,"United States","(517) 552-8050",,animalwelfare@humane-livingston.org,http://www.humane-livingston.org,https://www.facebook.com/humanesocietyoflivingstoncounty,Shelter,"cats, dogs","We are based out of Howell, MI in Livingston County.  We serve anyone who needs our services or is the right fit for one of our animals looking for a new home. ","An application is required for each animal and adoption fees charged are based on age/weight/species/special needs requirements ","Hours Monday 12-8. Tuesday closed . Wednesday-Sunday 12-5 . Shelter address: . 2464 Dorr Road. Howell, MI 48843","adoptions,spay/neuter,vaccinations,lost/found ",No,"Yes"
1658,Available,"Animal Care Centre Lobo","5592 Egremont Drive","R.R.#1, Ilderton",ON,"N0M 2A0",Canada,"(519) 666-1632",,gertie@acclobo.com,http://www.acclobo.com,"Animal Care Centre Lobo",Shelter,"Cats and Dogs","I serve Strathroy Caradoc, doing animal control and dog and cat licensing for that municipality. In addition I do only Pick Ups and Pound Keeping for the municipalities of Lucan Biddulph, North Middlesex, and Middlesex Centre.","Adoption Application available.. Interested adoptees are carefully screened. Fees vary. We offer specials fequently and when any cat or dog has been here for an extended time we advertise them Free to Good Home. Normal fee is usually $100. a pet.. ","Our hours of operation are:. EASTERN STANDARD TIME: 8 TO 5 everyday except Sundays. Sundays and holidays we are here for chores only between 8 - 10 a.m. and 3 - 5 p.m.. DAYLIGHT SAVING TIME: 8-10 a.m. and 4 - 6 P.M.. D","Animal Control, Adoption, Boarding, Grooming",No,"Yes"
1660,Available,"Harbor Humane Society","14345 Bagley Street","West Olive",MI,49460,"United States","(616) 399-2119",,office@harborhumane.org,http://www.harborhumane.org,http://www.facebook.com/harborhumane,Shelter,"dogs, cats, rabbits","Ottawa County and the West Michigan Lakeshore Communities","Application is filled out and reviewed by a committee - we check vet references as well.  Upon approval, a contract is signed and a fee is charged.  All our animals are spay/neutered, up to date on vaccinations - including rabies, microchipped, heartworm tested, Felv/FIV tested, and dewormed.. Fee Schedule:. Puppies - $150. Adult Dogs - $125. Senior Dogs - $75. Kittens - $50 or 2 for $60. Cats - $30. Monthly Specials too!. . . ","Currently they are listed on Petfinder.. And they can be visited at our shelter:. Monday - Friday: Noon - 6:00pm. Saturday:  Noon - 4:00pm","Adoptions, Microchipping, Spay/Neuter, Education, Low cost vaccinations, Lost/Found, Foster Homes",No,"Yes"
1661,Available,"Black and Orange Cat Foundation","P. O. Box 126","Plain City",OH,43064,"United States","(614) 873-0880",,bandocats@columbus.rr.com,http://www.bandocats.org,,Rescue,"Cats ","Union and Madison Counties, Central Ohio, Plain City, Ohio","Adoption application.  We check references and call vet.  There is a $75 adoption fee, but all of our cats are sterilized, vaccinated, and tested for feline leukemia/FIV prior to adoption.  We do not adopt to anyone who wants to declaw, but we do not advertise that fact until after the person fills out the application--we do not want them to lie to us if they know they cannot get the cat and declaw.  We have them sign an agreement that the cat will come back to us if for any reason they do not want it.  ","We have a series of foster homes, so cats can be visited at our foster homes or we also make arrangements to meet at our local PetSmart where we have cage space.","spay/neuter, TNR, adoptions",No,"Yes"
1675,Available,"All Breed Dog Rescue","12826 13th St",Yucaipa,CA,92399,"United States","(909) 795-4867",,allbreeddogrescue1@verizon.net,http://allbreeddogrescue.org,,Rescue,"dogs only","Riverside and San Bernardino counties, but we will take hounds especially from all of the Western United States if they can be transported.","online  posting. website. 1800. Petfinder . Petco Saturday Adoptions. referrals from other groups, city and county entities . veternarians. Adoption application. interview. fee depending on the expenses involved with the the specific dog, incl spay neuter and other medicals. Micro chipping. spay or neuter prior to going home ( NO contracts). all shots including rabies. all docomentation. Home visits when necessary for the specific dog.. We take back any dog we adopt out, no restrictions.","We have a kennel loated in Yucaipa, Ca ( next to Redlands), open during the week days from 10 to 5 for visitations by adppointment only.  No drop ins, this is a working kennel, but it is not a public shelter.. We take a selected group of dogs on Saturdays to Petco in Redlands and Riverside/Moreno Valley.. Our dogs can be seen on our web site at www.allbreed-rescue.org ","adoptions, spay/neuter",No,"Yes"
1677,Available,"Country Acres Rescue","739 Weidman Rd.",Manchester,MO,63011,"United States","(636) 577-2007",,countryacresrescue@gmail.com,http://countryacresrescue.org,,Shelter,"cats & dogs","St. Louis city & county and surrounding areas primarily.","Adoption Questionare, personal meeting/interview. Once approved we have a contract they sign and a packet of information they are given, along with food.. . Adoption fees-Dogs $200; Puppies $250; Cats $100; Kittens $150. . Includes all the following applicable:. Spay/Neuter. Microchip . 1st shots (FVRCP or DHLPP). Bordetella (for dogs). Heartworm Test (for dogs 6 months or older). Felv/Fiv Test (for cats). General worming. Flea treatment/Prevention. Heartworm protection. Free bag of Science Diet food. Free office visit(at the vet they have been seen by)   . 30 day free pet health insurance","739 Weidman Rd.. Manchester, MO. 63011. (636)227-1919. Mon - Fri 8 - 5:30. Sat. & Sun.  9 - 4:00. . We close daily between 1 - 2:00 p.m.",Adoptions,No,"Yes"
1679,Available,"Adopt A Stray","PO Box 2266",Hallandale,FL,33008,"United States","(954) 966-8382",,info@adoptastray.ws,http://www.adoptastray.ws,,Rescue,"Cats, dogs","Miami-Dade County, Broward County","Application process with approval, fees for cats usually 75. and dogs usually 100. to 125.","Some of our pets can be seen at the Petsmart stores in Aventura and Pembroke Pines, FL. The pets are there during hours of operation for the store. Volunteers are there from 6 PM to 9 PM Mon through Friday and all day Saturday and Sunday.","Adoptions, Spay/Neuter",No,"Yes"
1680,Available,"Black Dog, Second Chance","PO Box 626","East Amherst",NY,14051,"United States",,,info@blackdogsecondchance.org,http://www.BlackDogSecondChance.org,,Rescue,"dogs, cats, rabbits, small animals","Western NY, Buffalo and surrounding areas, Rochestr and surrounding areas.","$200 dogs over 6 months. $250 dogs under 6 months, $50 cats and kittens. Adoption application and home visit required. Adoption contract must be signed. All dogs/cats are spayed/neutered and up to date on shots.","by appointment only, application must first be completed.",adoptions,No,"Yes"
1684,Available,"Sun City K9 Adoptions",,"Sun City",CA,92586,"United States","(951) 679-6444",,,,,Rescue,Dogs,"Inland Empire","We screen the people , if they pass they fill out the contract. And pay whatever we payed for the dogs vet services. ","For information on all shapes, sizes, and ages of mixed breed dogs available for adoption from Sun City K9 Adoptions, Inc., phone (951) 679-6444. Dogs are shown by appointment only. An adoption fee is required. ","Adoptions, for homeless dogs",No,"Yes"
1688,Available,"Cocker Spaniel Resources, Inc.","P O Box 822",Hudson,WI,54016,"United States","(715) 222-9532",,admin@cockerspanielresources.org,http://www.cockerspanielresources.org,,Rescue,"Cocker Spaniels and cocker mixes","We adopt within 4 hours radius of St. Paul and Mpls MN area. We take rescues from WI, MN, IA and MO only.","The applicant reads the application information and then complete the adoption application. The application is reviewed by the adoption team and the adoptive family is informed of the decision.  Home visit and introduction of the dog to the family is completed. The  next step is the Foster-to-Adopt Agreement Program. The family pays up front for the dog and then the family has 5 weeks in which to work to blend the dog into the family. If the blending does not work out the dog is returned to our organization and the adoptive family receives a full refund. If the dog blends into the family a final adoption contract is issued. Adoption fees vary. WI sales tax applicable to WI residents. ","After an application is completed the dogs are taken to the applicant's home. We visit by appointment only.. We hold adoption days at PETCO in Stillwater MN on the second and fourth Sundays of every month.",Adoptions,No,"Yes"
