April;Cat;Calico;Manx;Adoption
Tucker;Cat;Domestic Short Hair;Tabby;Adoption
Will;Cat;Domestic Short Hair;;Adoption
Paolo;Cat;Domestic Short Hair;Tabby;Adoption
Tammy;Cat;Domestic Short Hair;Tabby;Adoption
Kate;Cat;Domestic Short Hair;;Adoption
Joshua;Cat;Domestic Short Hair;;Adoption
Ranger;Cat;Domestic Short Hair;Tabby;Adoption
Caramel;Cat;Domestic Short Hair;;Adoption
Marcos;Cat;Domestic Short Hair;Tabby;Adoption
Splinter;Cat;Domestic Short Hair;;Adoption
Nelika;Cat;Domestic Short Hair;Calico;Adoption
Jerry;Cat;Domestic Short Hair;Tabby;Adoption
Lucy Lu;Cat;Domestic Short Hair;Tabby;Adoption
Pedro;Cat;Domestic Short Hair;Tabby;Adoption
Ling Ling;Cat;Domestic Short Hair;Siamese;Adoption
Prince Harry;Cat;Domestic Short Hair;;Adoption
Profanity;Cat;Domestic Short Hair;Tabby;Adoption
Lunchmoney;Cat;Domestic Short Hair;Tabby;Adoption
Avia;Cat;Domestic Short Hair;;Adoption
Birdy;Cat;Domestic Short Hair;Tabby;Adoption
Teardrop;Cat;Domestic Short Hair;Torbie;Adoption
Trinket;Cat;Domestic Short Hair;;Adoption
Milo;Dog;Shepherd;Mountain Dog;Adoption
BOOTS;Cat;Tabby;;Adoption
Nemo K92-8378;Dog;Terrier;;Adoption
Olga;Dog;Chihuahua;;Adoption
Cassidy;Dog;Shepherd;;Adoption
Lakota;Cat;Turkish Angora;;Adoption
Twister;Cat;Domestic Short Hair;;Adoption
Addie 12193;Cat;Domestic Short Hair;;Adoption
Swish;Dog;Jack Russell Terrier;;Adoption
*Adopt - interested in 1 kitten;Cat;Domestic Short Hair;;Adoption
Deuce;Cat;Domestic Short Hair;;Adoption
Olivia;Cat;Domestic Short Hair;;Adoption
Noisette;Cat;Domestic Short Hair;;Adoption
Jenny and Jessie;Dog;Jack Russell Terrier;;Adoption
Mufasa;Dog;Pomeranian;;Adoption
Sydney;Cat;Tortoiseshell;Domestic Short Hair;Adoption
Egee;Cat;Tortoiseshell;Domestic Short Hair;Adoption
Snoopy;Dog;Feist;;Adoption
Rocco;Dog;Pointer;Labrador Retriever;Adoption
Benny;Cat;Domestic Short Hair;;Adoption
Kaz;Cat;Domestic Medium Hair;;Adoption
Alder;Dog;Labrador Retriever;Pit Bull Terrier;Adoption
Popeye;Dog;American Bulldog;Pointer;Adoption
*Adopt - interested in 1 adult cat;Cat;Domestic Short Hair;;Adoption
Iris;Cat;Domestic Short Hair;;Adoption
Akili;Cat;Domestic Short Hair;Tabby;Adoption
Carol;Dog;Great Pyrenees;;Adoption
**SPROCKET;Cat;Bombay;Domestic Short Hair;Adoption
*Adopt - interested in 2 adult cats;Cat;Domestic Short Hair;;Adoption
*Adopt - interested in 2 kittens;Cat;Domestic Short Hair;;Adoption
Scooter;Cat;Domestic Short Hair;Tabby;Adoption
Max;Dog;Catahoula Leopard Dog;;Adoption
Sera;Dog;American Pit Bull Terrier;;Adoption
TX - Skywalker (MCR);Cat;Domestic Short Hair;Maine Coon;Adoption
Troy;Dog;Boxer;Mastiff;Adoption
Zena FE2-8678;Cat;Tortoiseshell;Domestic Short Hair;Adoption
Nancy Grace FE1-8598;Cat;Domestic Short Hair;Tabby;Adoption
Jiffy;Dog;Chihuahua;;Adoption
Dorika;Cat;Domestic Short Hair;Tabby;Adoption
Winston;Cat;Domestic Medium Hair;;Adoption
Bunny;Cat;Domestic Medium Hair;;Adoption
Aaron;Cat;Domestic Short Hair;;Adoption
Ricky;Dog;Treeing Walker Coonhound;Hound;Adoption
Bella 2012;Cat;Domestic Short Hair;;Adoption
Snowy;Dog;Boxer;Pit Bull Terrier;Adoption
Sleepy;Dog;Boxer;Pit Bull Terrier;Adoption
Dopey;Dog;Labrador Retriever;Boxer;Adoption
Benny;Dog;Border Collie;Hound;Adoption
Joon;Dog;Bloodhound;;Adoption
Eme;Cat;Tabby;Domestic Short Hair;Adoption
Nina;Dog;Spaniel;;Adoption
Killian;Cat;Domestic Short Hair;;Adoption
A-Sadie;Dog;Terrier;;Adoption
Xanadu;Cat;Domestic Short Hair;;Adoption
Suzie;Dog;Boxer;Jack Russell Terrier;Adoption
Merlot;Cat;Domestic Short Hair;Burmese;Adoption
LILY MAE;Dog;Shar Pei;Hound;Adoption
Annabelle;Dog;Pit Bull Terrier;;Adoption
Nevada;Dog;German Shepherd Dog;;Adoption
Wyoming;Dog;German Shepherd Dog;;Adoption
Washington;Dog;German Shepherd Dog;;Adoption
Sammy;Dog;Hound;Pointer;Adoption
Colby;Dog;Chihuahua;;Adoption
Pippy;Dog;Chihuahua;;Adoption
**TINKERBELL- Perfect, loyal, loves people/crowds;Dog;Labrador Retriever;American Staffordshire Terrier;Adoption
Lucy is Lost;Dog;Beagle;Coonhound;Adoption
Quincy D120868 *Bonded with Gordon*;Dog;Terrier;Labrador Retriever;Adoption
Kylee;Cat;Tortoiseshell;;Adoption
Ginger;Cat;Domestic Short Hair;;Adoption
Soda Pop;Cat;Domestic Short Hair;Siamese;Adoption
Kym;Dog;Dachshund;;Adoption
Sam;Cat;Domestic Short Hair;;Adoption
Gretzky;Cat;Tabby;;Adoption
Tess;Cat;Tabby;Domestic Short Hair;Adoption
Libby;Cat;Domestic Short Hair;;Adoption
Iris;Dog;Pit Bull Terrier;;Adoption
Spike;Dog;Rottweiler;English Setter;Adoption
Diva;Cat;Domestic Short Hair;;Adoption
PIPSIE;Cat;Domestic Short Hair;;Adoption
Help support our FeLV Kitties;Cat;Domestic Short Hair;;Adoption
Ricky;Cat;Domestic Short Hair;Domestic Short Hair;Adoption
Lorelli;Cat;Tortoiseshell;;Adoption
Mabel;Dog;Pit Bull Terrier;Labrador Retriever;Adoption
Felix;Cat;Domestic Short Hair;Tuxedo;Adoption
Hollie;Cat;Domestic Short Hair;;Adoption
Sammy;Cat;Domestic Short Hair;Bombay;Adoption
Elvis;Dog;German Shepherd Dog;;Adoption
Frank;Cat;Domestic Short Hair;;Adoption
Calista;Cat;Domestic Short Hair;Tabby;Adoption
Dillon;Dog;Bulldog;Labrador Retriever;Adoption
Sofie;Cat;Domestic Medium Hair;;Adoption
Chiffon;Dog;American Staffordshire Terrier;;Adoption
Helen;Dog;Boxer;German Shepherd Dog;Adoption
Geisha;Cat;Domestic Short Hair;;Adoption
August - female;Dog;American Pit Bull Terrier;;Adoption
Toaster;Cat;Calico;Tortoiseshell;Adoption
Deena;Cat;Domestic Short Hair;;Adoption
Neury;Cat;Domestic Short Hair;Tabby;Adoption
Manny;Cat;Domestic Short Hair;;Adoption
Swan;Cat;Domestic Short Hair;Tabby;Adoption
Snack Pack;Cat;Domestic Short Hair;Tabby;Adoption
Pocketchange;Cat;Domestic Short Hair;Calico;Adoption
Gerard;Cat;Domestic Medium Hair;;Adoption
Loretta;Cat;Tortoiseshell;Siamese;Adoption
Tippy Toes;Dog;Dachshund;;Adoption
Sassy;Cat;Tiger;;Adoption
Marlo;Dog;Border Collie;;Adoption
Rufus;Cat;Domestic Short Hair;;Adoption
Dash;Cat;Domestic Short Hair;;Adoption
Eva 3162;Dog;German Shepherd Dog;;Adoption
Boley;Cat;American Shorthair;;Adoption
Kisses;Dog;American Bulldog;Dogo Argentino;Adoption
Dearfield;Dog;Chihuahua;;Adoption
MOE-12;Dog;Pug;Terrier;Adoption
Ariel;Cat;Tortoiseshell;;Adoption
Bella II;Cat;Siamese;;Adoption
Calliope;Cat;Domestic Short Hair;Tabby;Adoption
Scamp;Cat;Domestic Long Hair;Maine Coon;Adoption
Dude 12385;Cat;Domestic Short Hair;;Adoption
Bridget;Dog;Labrador Retriever;Pit Bull Terrier;Adoption
Esperanza;Cat;Domestic Short Hair;Tortoiseshell;Adoption
Sam;Dog;Hound;Labrador Retriever;Adoption
Halo;Cat;Tortoiseshell;;Adoption
Carson;Dog;Dachshund;Beagle;Adoption
Piper;Dog;Shepherd;;Adoption
Cecilia;Dog;Labrador Retriever;;Adoption
Guido;Dog;Labrador Retriever;;Adoption
Sparkie (Beagle Mix);Dog;Hound;Spaniel;Adoption
Bernard the Beagle;Dog;Beagle;;Adoption
Goldie;Dog;Boxer;Pit Bull Terrier;Adoption
Anja/pending;Cat;Domestic Short Hair;;Adoption
Toby;Dog;Jack Russell Terrier;;Adoption
Joey;Dog;American Staffordshire Terrier;Bull Terrier;Adoption
Rizzo;Dog;American Staffordshire Terrier;Pit Bull Terrier;Adoption
Sammie;Dog;Jack Russell Terrier;;Adoption
Joey;Dog;Bull Terrier;Pit Bull Terrier;Adoption
Foxie Roxie;Cat;Domestic Short Hair;;Adoption
Rocco K91-7438;Dog;American Staffordshire Terrier;;Adoption
Liam;Cat;Tabby;Domestic Short Hair;Adoption
Flounder Kerman;Cat;Domestic Short Hair;;Adoption
Angel;Cat;Domestic Short Hair;Tuxedo;Adoption
Mittens;Cat;Domestic Short Hair;;Adoption
Rainbow;Cat;Domestic Short Hair;;Adoption
Mittens;Cat;American Shorthair;;Adoption
Bartells;Cat;Tuxedo;;Adoption
Dixie;Cat;Tabby;;Adoption
Lily;Dog;American Pit Bull Terrier;;Adoption
Darla;Dog;Boxer;Setter;Adoption
LUCKY;Dog;Great Dane;;Adoption
Blanca;Cat;Siamese;;Adoption
Princess;Dog;Pit Bull Terrier;;Adoption
Charlotte;Cat;Tabby;;Adoption
Lydia Jane;Cat;Siamese;;Adoption
Millie;Dog;Cattle Dog;Boxer;Adoption
Samantha 0304;Cat;Domestic Short Hair;;Adoption
Diego 0321;Cat;Domestic Short Hair;;Adoption
Whitney;Cat;Tuxedo;;Adoption
Midnight;Cat;Domestic Short Hair;;Adoption
Caesar;Cat;Domestic Short Hair;;Adoption
Chocolatte;Dog;Chocolate Labrador Retriever;;Adoption
Nanny Duck;Dog;American Pit Bull Terrier;Labrador Retriever;Adoption
Tin Tin;Dog;Labrador Retriever;Shar Pei;Adoption
Oliver;Dog;Pit Bull Terrier;American Bulldog;Adoption
Summer;Cat;Siamese;;Adoption
Bethany;Dog;Chihuahua;Spaniel;Adoption
Elvira;Cat;Domestic Short Hair;;Adoption
Bagel;Dog;Boxer;Pit Bull Terrier;Adoption
DANIELLE;Cat;Tabby;Domestic Short Hair;Adoption
Hart;Dog;Boxer;;Adoption
Maverick;Cat;Domestic Medium Hair;;Adoption
**Bankston;Cat;Tabby;;Adoption
Willa;Dog;Labrador Retriever;Pit Bull Terrier;Adoption
Wyatt;Dog;Labrador Retriever;Pit Bull Terrier;Adoption
Tuffy;Cat;Domestic Short Hair;;Adoption
Brooke;Dog;Hound;American Pit Bull Terrier;Adoption
Seth;Cat;Domestic Short Hair;;Adoption
Rah Rah;Dog;Pit Bull Terrier;;Adoption
Q;Cat;Tabby;Exotic Shorthair;Adoption
Jem;Cat;Tuxedo;;Adoption
Jewel;Cat;Tuxedo;;Adoption
M.C. 12223;Cat;Domestic Short Hair;;Adoption
Dustin;Cat;Tabby;;Adoption
Kiki III;Cat;Domestic Short Hair;;Adoption
Dahlia;Dog;Beagle;;Adoption
Delorian;Dog;Beagle;;Adoption
Delaney;Dog;Beagle;;Adoption
Delta;Dog;Beagle;;Adoption
Diego;Dog;Beagle;;Adoption
Duke aka Dakota;Dog;Chihuahua;Jack Russell Terrier;Adoption
Lady Bella;Cat;Domestic Short Hair;Tabby;Adoption
Cloe;Cat;Domestic Short Hair;Tabby;Adoption
Rocio;Cat;Domestic Short Hair;Tabby;Adoption
Teche FE1-8756;Cat;Domestic Short Hair;;Adoption
Jojo;Dog;Miniature Pinscher;Dachshund;Adoption
Jojo;Dog;Miniature Pinscher;Beagle;Adoption
Jojo;Dog;Manchester Terrier;Dachshund;Adoption
Jojo;Dog;Manchester Terrier;Chihuahua;Adoption
Tyrone;Dog;Terrier;Labrador Retriever;Adoption
"""G"" AKA Gus - MISSING, LOST, or STOLEN";Dog;American Pit Bull Terrier;American Staffordshire Terrier;Adoption
WINKIN-12;Dog;Dachshund;Chihuahua;Adoption
Autumn;Cat;Domestic Short Hair;;Adoption
Heaven;Dog;American Pit Bull Terrier;;Adoption
Lizzie;Dog;Black Mouth Cur;;Adoption
Romeo;Dog;Boxer;American Staffordshire Terrier;Adoption
Juliet;Dog;Labrador Retriever;;Adoption
Buddy/Gweeb;Dog;American Bulldog;Pit Bull Terrier;Adoption
Jack;Cat;Domestic Short Hair;;Adoption
Camry;Cat;Dilute Tortoiseshell;;Adoption
Linus;Dog;Poodle (Miniature);;Adoption
Patches;Cat;Domestic Short Hair;;Adoption
Herck;Dog;Shih Tzu;;Adoption
Rockey;Dog;Dachshund;;Adoption
Twinkle;Cat;Domestic Short Hair;;Adoption
Matsu;Cat;Siamese;;Adoption
Calvin (KY);Dog;Chinese Crested-Hairless;;Adoption
Jewels;Dog;American Staffordshire Terrier;;Adoption
Steve;Cat;Domestic Short Hair;;Adoption
Dahlia Dee;Cat;Domestic Short Hair;Tabby;Adoption
Morris;Cat;American Shorthair;;Adoption
kylie;Dog;Shepherd;Terrier;Adoption
Tagg;Dog;American Staffordshire Terrier;Collie;Adoption
Bonnie Bee;Dog;Labrador Retriever;;Adoption
Bishop;Dog;Shepherd;;Adoption
Smudge;Cat;Calico;;Adoption
Sweetie;Cat;Domestic Short Hair;;Adoption
Fabienne;Cat;Domestic Short Hair;;Adoption
Tiffany;Cat;Domestic Short Hair;;Adoption
Kesari;Cat;Dilute Tortoiseshell;;Adoption
Bandit;Cat;Domestic Short Hair;;Adoption
Elvis;Cat;Domestic Short Hair;;Adoption
COCO;Dog;Boxer;Terrier;Adoption
Josie;Dog;German Shepherd Dog;Border Collie;Adoption
Sabrina;Dog;Border Collie;Labrador Retriever;Adoption
PATCHES;Dog;Flat-coated Retriever;Black Labrador Retriever;Adoption
MISTY;Dog;Catahoula Leopard Dog;;Adoption
PEANUT;Dog;Jack Russell Terrier;;Adoption
HIGHWAY;Dog;Labrador Retriever;Australian Shepherd;Adoption
MO;Dog;Black Labrador Retriever;Collie;Adoption
HANK;Dog;Black Labrador Retriever;Australian Shepherd;Adoption
Brady;Dog;Mastiff;;Adoption
Margot Irene;Dog;Siberian Husky;;Adoption
Benny Hill;Dog;Poodle (Miniature);Shih Tzu;Adoption
Copper;Cat;Domestic Short Hair;;Adoption
Fisher;Cat;Tabby;Domestic Short Hair;Adoption
Kizzy;Cat;Tortoiseshell;Domestic Short Hair;Adoption
Liberty;Cat;Domestic Short Hair;Tabby;Adoption
Lucy;Cat;Tabby;Domestic Short Hair;Adoption
Pixie;Cat;Domestic Short Hair;;Adoption
Liza;Cat;Domestic Short Hair;;Adoption
Sammy;Dog;Dachshund;;Adoption
Splenda;Cat;Domestic Short Hair;;Adoption
Mack;Cat;Domestic Short Hair;;Adoption
Mellow;Dog;Cocker Spaniel;;Adoption
Shelley;Cat;Domestic Short Hair;;Adoption
Zia;Cat;Domestic Short Hair;Calico;Adoption
Jelly;Dog;Pit Bull Terrier;;Adoption
Sheba;Dog;Husky;Shepherd;Adoption
Veronica;Cat;Domestic Short Hair;;Adoption
Pia;Cat;Domestic Short Hair;;Adoption
Arlo;Dog;Pekingese;;Adoption
Harrison;Cat;Tuxedo;;Adoption
Cookie (tabby);Cat;Domestic Short Hair;;Adoption
Diva;Cat;Domestic Short Hair;;Adoption
Diamond;Cat;Domestic Short Hair;;Adoption
Belvedere;Cat;Domestic Short Hair;Tabby;Adoption
Guacamole;Cat;Domestic Short Hair;;Adoption
Angel;Dog;Boxer;;Adoption
Buddy;Dog;German Shepherd Dog;;Adoption
Atlass;Cat;Domestic Short Hair;;Adoption
Call to Action...;Dog;Yorkshire Terrier Yorkie;Poodle (Toy);Adoption
Chloe;Dog;American Staffordshire Terrier;;Adoption
Precious;Dog;Feist;;Adoption
Tallulah;Cat;Domestic Short Hair;;Adoption
Corki;Dog;Hound;Shepherd;Adoption
Ms. Tuna (Manhattan);Cat;Tabby;Domestic Short Hair;Adoption
Jagger;Cat;Domestic Short Hair;;Adoption
Margo;Dog;Labrador Retriever;;Adoption
Peanut;Dog;American Staffordshire Terrier;;Adoption
Stache;Cat;Domestic Short Hair;;Adoption
Petey;Dog;Terrier;Wirehaired Fox Terrier;Adoption
SUNNY;Dog;Great Pyrenees;;Adoption
Princess S Kitty;Cat;Tiger;;Adoption
Gigi;Cat;Domestic Medium Hair;Tuxedo;Adoption
Boo;Cat;Domestic Short Hair;;Adoption
Casey;Cat;Domestic Short Hair;;Adoption
Clay;Dog;American Staffordshire Terrier;Doberman Pinscher;Adoption
Dusty;Dog;Labrador Retriever;Terrier;Adoption
Pauly;Cat;Domestic Short Hair;;Adoption
Ginger;Dog;Jack Russell Terrier;Beagle;Adoption
Patty;Dog;Beagle;Hound;Adoption
Cedric;Dog;Beagle;;Adoption
Miss Tippi Tail;Cat;Domestic Short Hair;;Adoption
Emmy (Westhampton);Cat;Domestic Short Hair;;Adoption
Baby;Cat;Domestic Short Hair;;Adoption
Susie;Dog;German Shepherd Dog;Bloodhound;Adoption
DRAKE;Dog;Shar Pei;Shepherd;Adoption
TuTu;Cat;Tortoiseshell;Calico;Adoption
Kamali;Dog;Chihuahua;Miniature Pinscher;Adoption
Twaine;Cat;Domestic Long Hair;;Adoption
Powder;Dog;American Bulldog;American Staffordshire Terrier;Adoption
Oreo D122203;Dog;Pointer;Pit Bull Terrier;Adoption
Dixie;Dog;Mountain Cur;;Adoption
Tripawed Rudy- The Amazing three legged dog;Dog;Hound;;Adoption
Morgan;Dog;Shih Tzu;;Adoption
Mary Tyler Moore;Cat;Domestic Short Hair;;Adoption
SUSIE Q-12;Dog;Cattle Dog;;Adoption
Elijah (PRA);Dog;Chihuahua;;Adoption
Hercules(PRA);Dog;Terrier;;Adoption
Merry;Dog;Boxer;Shepherd;Adoption
Frankie;Dog;Boxer;Shar Pei;Adoption
Freddie;Dog;Boxer;Labrador Retriever;Adoption
Maggie (fka Cinnamon) D122208;Dog;American Pit Bull Terrier;;Adoption
Missy Weltz;Cat;Domestic Short Hair;;Adoption
Dolly;Cat;Domestic Short Hair;;Adoption
Heidi;Dog;Pit Bull Terrier;;Adoption
Beagles;Dog;Beagle;;Adoption
Trooper;Cat;Tabby;;Adoption
Zeus;Dog;American Pit Bull Terrier;Labrador Retriever;Adoption
Blondie;Dog;American Pit Bull Terrier;;Adoption
Serena;Cat;Torbie;;Adoption
Caleb;Dog;Pit Bull Terrier;;Adoption
Reuben;Cat;American Shorthair;;Adoption
LANCE **VIDEO**;Dog;Dutch Shepherd;Terrier;Adoption
Delia;Dog;Mastiff;;Adoption
Riddle;Dog;Border Terrier;;Adoption
Gabrielle;Cat;Domestic Short Hair;;Adoption
WALKER;Dog;Hound;Boxer;Adoption
KK 12692;Cat;Domestic Short Hair;;Adoption
Schroeder;Cat;Domestic Short Hair;Tabby;Adoption
Lester;Cat;Domestic Short Hair;;Adoption
Bandit;Dog;Shepherd;;Adoption
Amelie;Cat;Domestic Short Hair;;Adoption
Nipper Kitty;Cat;Domestic Short Hair;;Adoption
Vala D1061;Dog;Pit Bull Terrier;;Adoption
Petey (ROMAN);Dog;American Staffordshire Terrier;Pit Bull Terrier;Adoption
Clyde;Dog;Pit Bull Terrier;;Adoption
Diego II;Cat;Domestic Short Hair;;Adoption
Helen;Cat;Domestic Short Hair;;Adoption
Blackjack;Cat;Domestic Medium Hair;;Adoption
Ava;Cat;Tortoiseshell;;Adoption
Amber;Dog;English Bulldog;Boxer;Adoption
BeBe;Dog;Bull Terrier;Basset Hound;Adoption
Nolan;Dog;Great Dane;American Bulldog;Adoption
Peanut;Dog;Boxer;American Staffordshire Terrier;Adoption
Vicente;Dog;American Bulldog;;Adoption
William;Dog;American Staffordshire Terrier;;Adoption
Amber;Dog;English Bulldog;Boxer;Adoption
BeBe;Dog;Bull Terrier;Basset Hound;Adoption
Vicente;Dog;American Bulldog;;Adoption
Ivory;Cat;American Shorthair;Domestic Short Hair;Adoption
Marley 12773;Cat;Domestic Short Hair;;Adoption
Sissy;Cat;Domestic Short Hair;;Adoption
LIAM;Dog;Pit Bull Terrier;Rhodesian Ridgeback;Adoption
Buddy;Dog;Border Collie;Labrador Retriever;Adoption
Renny (in GA);Dog;Papillon;;Adoption
Fabio;Cat;Domestic Short Hair;;Adoption
Lois;Cat;Tortoiseshell;;Adoption
Clark;Cat;Domestic Long Hair;Tabby;Adoption
Happy;Cat;Domestic Short Hair;;Adoption
Ariel;Cat;Domestic Short Hair;;Adoption
Jessica;Dog;Dachshund;;Adoption
"zz ""Ali"" courtesy listing";Cat;Domestic Short Hair;;Adoption
Morning Star;Cat;Dilute Calico;;Adoption
Sophie Sue;Dog;Cocker Spaniel;;Adoption
Lotus & Bullwinkle;Cat;Domestic Long Hair;Domestic Short Hair;Adoption
The Mighty Murphy;Cat;Tabby;;Adoption
Maggie - Dame of Dogs!;Dog;American Bulldog;French Bulldog;Adoption
Bob;Dog;Catahoula Leopard Dog;American Staffordshire Terrier;Adoption
Andy;Cat;Domestic Short Hair;;Adoption
Maggie May - Sponsor Only;Dog;Cocker Spaniel;;Adoption
Curby;Dog;Terrier;;Adoption
"ARKANSAS, LITTLE ROCK; ""BRAYDEN""";Dog;Anatolian Shepherd;Labrador Retriever;Adoption
Bear;Dog;Chihuahua;;Adoption
Daisy Doo;Dog;Terrier;Chihuahua;Adoption
Gogo;Dog;Pit Bull Terrier;;Adoption
Jenna;Dog;Pit Bull Terrier;;Adoption
Rover;Dog;Labrador Retriever;Black Labrador Retriever;Adoption
Pepper;Cat;Domestic Short Hair;;Adoption
Minnie;Cat;Calico;Tortoiseshell;Adoption
Reese;Dog;Hound;American Pit Bull Terrier;Adoption
Emma;Dog;Pit Bull Terrier;Terrier;Adoption
Lily;Cat;Domestic Short Hair;Tabby;Adoption
Rose;Cat;Calico;Domestic Short Hair;Adoption
Summer;Dog;Shepherd;Hound;Adoption
Jewels;Cat;Calico;Calico;Adoption
Midas;Dog;Dachshund;Terrier;Adoption
Toby;Cat;Domestic Short Hair;;Adoption
Boris;Cat;Tabby;;Adoption
Rosemary 12281;Cat;Domestic Medium Hair;;Adoption
REESE AND TROOPER - currently in a foster home;Cat;Domestic Short Hair;;Adoption
Morgan Rose;Dog;Shih Tzu;;Adoption
Double Stuff;Cat;Tuxedo;;Adoption
Faye;Cat;Tabby;;Adoption
Money;Dog;American Bulldog;Boxer;Adoption
Tommy;Cat;Domestic Short Hair;;Adoption
Roxie;Dog;Rottweiler;;Adoption
Bear;Dog;Border Collie;;Adoption
Jessica;Cat;Domestic Short Hair;;Adoption
Spot;Dog;Terrier;;Adoption
FOSTERS NEEDED!!;Dog;Labrador Retriever;;Adoption
Freddy Paterson;Dog;Pit Bull Terrier;;Adoption
Tibet;Cat;Tabby;;Adoption
Mister Jackson;Dog;Hound;;Adoption
Alisha;Cat;Domestic Short Hair;;Adoption
Claira Bear-a-bell;Dog;Boxer;Hound;Adoption
Clive;Dog;Plott Hound;American Bulldog;Adoption
Sophia;Cat;Domestic Short Hair;;Adoption
Fred;Dog;American Bulldog;Pit Bull Terrier;Adoption
Camella;Cat;Tortoiseshell;Tortoiseshell;Adoption
Buster;Cat;Tabby;Domestic Short Hair;Adoption
Chloe Barnwell;Dog;Chow Chow;Shar Pei;Adoption
G-Kitty;Cat;Tabby;;Adoption
Carly;Dog;Rhodesian Ridgeback;Labrador Retriever;Adoption
Gia (3);Cat;Domestic Long Hair;;Adoption
Bella;Dog;Chocolate Labrador Retriever;;Adoption
Bebe;Cat;Siamese;;Adoption
Rascal;Dog;Chihuahua;;Adoption
Arzu 12526;Cat;Domestic Short Hair;;Adoption
Lucy;Cat;Domestic Short Hair;;Adoption
Pepper;Cat;Domestic Short Hair;;Adoption
Maya;Dog;Husky;;Adoption
Ruger;Dog;Dachshund;;Adoption
Twinkie;Dog;Chihuahua;Jack Russell Terrier;Adoption
Jack;Dog;Jack Russell Terrier;;Adoption
Tabby FE2-8876;Cat;Tabby;Domestic Short Hair;Adoption
Brynn;Dog;Boxer;Pit Bull Terrier;Adoption
JULIET;Cat;Tortoiseshell;;Adoption
Roscoe;Cat;Domestic Short Hair;;Adoption
Tommy;Dog;Havanese;;Adoption
Jack;Dog;Black Labrador Retriever;;Adoption
Walden 12658;Cat;Domestic Short Hair;;Adoption
Josephine;Cat;Domestic Long Hair;;Adoption
Gage HB;Dog;Treeing Walker Coonhound;;Adoption
Smokey;Cat;Domestic Short Hair;Russian Blue;Adoption
Lucy 2;Cat;Domestic Short Hair;;Adoption
Aisin;Dog;Irish Setter;Chocolate Labrador Retriever;Adoption
A-Z Tell us What you are looking for;Dog;Affenpinscher;;Adoption
Sparkles;Cat;Domestic Short Hair;;Adoption
iHop (deaf);Dog;American Staffordshire Terrier;Vizsla;Adoption
Scribbles;Dog;Pit Bull Terrier;;Adoption
Bentley;Dog;American Staffordshire Terrier;;Adoption
Sassy;Dog;Jack Russell Terrier;;Adoption
Princess Chloe - update 2016;Cat;Domestic Short Hair;Tabby;Adoption
Stormy 12217;Cat;Domestic Short Hair;;Adoption
LILLY;Dog;Border Collie;Labrador Retriever;Adoption
Tipper;Cat;Domestic Short Hair;;Adoption
Sabrina;Cat;Tuxedo;Domestic Short Hair;Adoption
Whiskey;Cat;Tabby;Domestic Short Hair;Adoption
Riley K92-8885;Dog;Chihuahua;;Adoption
Abby;Dog;Chihuahua;;Adoption
Selena 6521;Cat;Domestic Short Hair;;Adoption
Stubbs 12215;Cat;Domestic Short Hair;;Adoption
Kaiya;Cat;Himalayan;;Adoption
A3274837;Dog;Labrador Retriever;;Adoption
"Uncle"" Toby";Cat;Domestic Short Hair;;Adoption
Willow;Cat;Domestic Short Hair;;Adoption
Smoochie;Dog;Spaniel;Chihuahua;Adoption
Sidekick (KJ) 11.9.12;Cat;Domestic Short Hair;;Adoption
Enya;Cat;Tortoiseshell;;Adoption
JUPITOR;Cat;Domestic Short Hair;;Adoption
Destiny;Cat;Domestic Medium Hair;;Adoption
Eli;Dog;Labrador Retriever;Siberian Husky;Adoption
Bugsy;Dog;Chihuahua;Dachshund;Adoption
Peaches (Westhampton);Cat;Domestic Short Hair;;Adoption
Penelope (Westhampton);Cat;Domestic Short Hair;;Adoption
Daddy O;Cat;Domestic Medium Hair;;Adoption
Big Buddy;Dog;Yellow Labrador Retriever;;Adoption
CJ;Dog;Catahoula Leopard Dog;Siberian Husky;Adoption
Foster/Volunteer;Dog;Boxer;;Adoption
Azul;Cat;Domestic Short Hair;;Adoption
Tabitha;Dog;Boxer;Boxer;Adoption
MUMMY;Cat;Domestic Short Hair;;Adoption
"zz ""Chloe"" courtesy listing";Cat;Domestic Short Hair;;Adoption
Gentry (Taz);Dog;Border Collie;Beagle;Adoption
Jill;Cat;Domestic Short Hair;;Adoption
Titan.;Dog;Yellow Labrador Retriever;;Adoption
Big Red 0097;Cat;Domestic Short Hair;;Adoption
Clone 0186;Cat;Domestic Short Hair;;Adoption
Mickey 0324;Cat;Domestic Short Hair;;Adoption
Medusa;Cat;Domestic Short Hair;;Adoption
Trapper;Cat;Domestic Short Hair;;Adoption
Draco (senior);Dog;American Pit Bull Terrier;;Adoption
Sammy;Dog;Terrier;;Adoption
Bell;Cat;Domestic Short Hair;;Adoption
Finn;Dog;Chihuahua;;Adoption
Sawyer;Dog;Chihuahua;;Adoption
JOSIE;Cat;Siamese;;Adoption
Barrett;Dog;Great Pyrenees;Dalmatian;Adoption
Wasabi;Cat;Domestic Short Hair;Tabby;Adoption
Violet;Cat;Domestic Medium Hair;;Adoption
Smudge;Cat;Domestic Medium Hair;Tortoiseshell;Adoption
Spice Girl;Cat;Domestic Short Hair;Tortoiseshell;Adoption
Kringle;Cat;Domestic Short Hair;Tabby;Adoption
